order_details_id,order_id,product_id,quantity,unit_price,total_price
89,59,39,1,695.64,695.64
90,60,27,1,377.09,377.09
91,61,5,1,1477.93,1477.93
92,62,3,3,782.44,2347.32
93,62,4,2,2270.49,4540.98
94,63,35,1,275.13,275.13
95,63,39,1,695.64,695.64
96,64,41,1,893.22,893.22
97,65,33,1,988.73,988.73
98,65,27,1,377.09,377.09
99,66,23,2,375.75,751.5
100,66,26,1,776.2,776.2
101,67,7,1,969.8,969.8
102,67,4,1,2270.49,2270.49
103,67,3,2,782.44,1564.88
104,68,52,1,243.4,243.4
105,69,37,1,664.45,664.45
106,69,35,3,275.13,825.39
107,70,38,2,1293.67,2587.34
108,70,40,1,846.15,846.15
109,70,36,1,1240.53,1240.53
110,71,38,2,1293.67,2587.34
111,72,34,1,823.09,823.09
112,73,43,1,434.65,434.65
113,73,42,2,562.47,1124.94
114,74,27,1,377.09,377.09
115,75,48,1,233.58,233.58
116,76,20,1,1115.56,1115.56
117,77,3,1,782.44,782.44
118,77,7,1,969.8,969.8
119,77,6,1,1477.04,1477.04
120,77,1,2,2489.4,4978.8
121,78,41,1,893.22,893.22
122,79,3,1,782.44,782.44
123,79,6,2,1477.04,2954.08
124,79,7,3,969.8,2909.4
125,79,4,1,2270.49,2270.49
126,80,16,1,2419.78,2419.78
127,80,21,1,2743.56,2743.56
128,81,34,1,823.09,823.09
129,82,54,2,386.2,772.4
130,83,28,2,804.47,1608.94
131,83,32,1,525.91,525.91
132,84,24,1,716.49,716.49
133,84,27,3,377.09,1131.27
134,84,23,3,375.75,1127.25
135,85,17,1,1287.64,1287.64
136,86,27,1,377.09,377.09
137,86,33,1,988.73,988.73
138,86,31,1,676.56,676.56
139,87,15,1,2972.8,2972.8
140,88,6,1,1477.04,1477.04
141,88,8,2,1985.38,3970.76
142,89,52,1,243.4,243.4
143,90,5,1,1477.93,1477.93
144,91,40,1,,846.15
145,91,35,1,275.13,275.13
146,92,47,1,200.78,200.78
147,92,45,2,205.29,410.58
148,93,14,1,1834.35,1834.35
149,93,22,1,844.84,844.84
150,94,22,1,844.84,844.84
151,94,14,1,1834.35,1834.35
152,95,45,1,205.29,205.29
153,95,46,1,301.02,301.02
154,96,17,1,1287.64,1287.64
155,97,15,1,2972.8,2972.8
156,97,21,2,2743.56,5487.12
157,97,16,1,2419.78,2419.78
158,98,38,2,1293.67,2587.34
159,99,16,1,2419.78,2419.78
160,99,21,1,2743.56,2743.56
161,99,20,1,1115.56,1115.56
162,100,18,1,1916.95,1916.95
163,100,19,1,1488.07,1488.07
164,100,21,1,2743.56,2743.56
165,100,15,1,2972.8,2972.8
166,101,6,1,1477.04,1477.04
167,102,32,2,525.91,1051.82
168,103,17,2,1287.64,2575.28
169,104,40,1,846.15,846.15
170,104,38,1,,1293.67
171,105,50,1,264.09,264.09
172,106,40,1,846.15,846.15
173,106,39,1,695.64,695.64
174,106,37,1,664.45,664.45
175,106,43,3,434.65,1303.95
176,107,50,1,264.09,264.09
177,107,48,2,,467.16
178,107,47,2,200.78,401.56
179,108,24,1,716.49,716.49
180,108,28,1,804.47,804.47
181,109,22,1,844.84,844.84
182,109,20,3,1115.56,3346.68
183,109,15,1,2972.8,2972.8
184,109,17,1,1287.64,1287.64
185,110,7,1,969.8,969.8
186,110,2,1,2761.13,2761.13
187,111,54,2,386.2,772.4
188,111,53,1,394.6,394.6
189,112,46,1,301.02,301.02
190,112,55,2,145.44,290.88
191,113,37,1,664.45,664.45
192,114,2,1,2761.13,2761.13
193,114,5,2,1477.93,2955.86
194,114,9,3,3021.33,9063.99
195,115,38,1,1293.67,1293.67
196,115,43,3,434.65,1303.95
197,115,37,3,664.45,1993.35
198,116,40,1,846.15,846.15
199,116,36,2,1240.53,2481.06
200,116,39,2,695.64,1391.28
201,117,28,2,804.47,1608.94
202,118,36,2,1240.53,2481.06
203,118,43,1,,434.65
204,119,49,1,361.35,361.35
205,120,38,1,1293.67,1293.67
206,120,43,1,434.65,434.65
207,121,48,1,,233.58
208,122,17,2,1287.64,2575.28
209,123,4,1,2270.49,2270.49
210,123,11,1,922.42,922.42
211,123,10,1,893.75,893.75
212,124,22,1,844.84,844.84
213,124,16,1,2419.78,2419.78
214,125,31,1,676.56,676.56
215,125,28,2,804.47,1608.94
216,125,27,3,377.09,1131.27
217,126,43,3,434.65,1303.95
218,127,4,1,,2270.49
219,127,9,2,3021.33,6042.66
220,127,7,1,969.8,969.8
221,127,1,2,2489.4,4978.8
222,128,13,1,2174.44,2174.44
223,129,16,2,2419.78,4839.56
224,130,53,1,394.6,394.6
225,130,46,2,301.02,602.04
226,130,49,1,361.35,361.35
227,130,54,1,,386.2
228,131,10,2,893.75,1787.5
229,131,4,1,2270.49,2270.49
230,131,7,1,969.8,969.8
231,131,8,2,1985.38,3970.76
232,132,1,1,2489.4,2489.4
233,132,8,3,1985.38,5956.14
234,133,25,1,669.38,669.38
235,133,26,1,776.2,776.2
236,133,33,1,988.73,988.73
237,134,23,1,375.75,375.75
238,135,49,2,361.35,722.7
239,136,24,1,716.49,716.49
240,136,23,1,375.75,375.75
241,137,43,1,434.65,434.65
242,137,42,1,562.47,562.47
243,137,38,1,1293.67,1293.67
244,137,39,3,695.64,2086.92
245,138,10,3,893.75,2681.25
246,139,37,1,664.45,664.45
247,139,39,1,695.64,695.64
248,140,8,1,1985.38,1985.38
249,141,23,1,375.75,375.75
250,142,42,1,562.47,562.47
251,143,52,1,243.4,243.4
252,143,46,1,301.02,301.02
253,143,45,2,205.29,410.58
254,144,9,0,3021.33,3021.33
255,145,54,1,386.2,386.2
256,146,30,1,654.36,654.36
257,146,32,2,525.91,1051.82
258,146,24,1,716.49,716.49
259,147,26,3,776.2,2328.6
260,147,28,3,804.47,2413.41
261,148,47,2,200.78,401.56
262,148,45,1,205.29,205.29
263,149,45,1,205.29,205.29
264,149,54,3,386.2,1158.6
265,149,52,1,243.4,243.4
266,149,48,1,233.58,233.58
267,150,26,1,776.2,776.2
268,151,11,1,922.42,922.42
269,151,5,1,1477.93,1477.93
270,151,10,1,893.75,893.75
271,152,13,1,2174.44,2174.44
272,152,20,3,1115.56,3346.68
273,153,42,1,562.47,562.47
274,153,34,1,823.09,823.09
275,153,37,1,664.45,664.45
276,154,38,2,1293.67,2587.34
277,154,37,1,664.45,664.45
278,155,28,2,804.47,1608.94
279,156,9,2,3021.33,6042.66
280,157,43,3,434.65,1303.95
281,158,20,1,1115.56,1115.56
282,159,7,1,,969.8
283,160,2,1,2761.13,2761.13
284,161,44,1,1087.25,1087.25
285,161,42,1,562.47,562.47
286,161,35,1,275.13,275.13
287,161,38,1,1293.67,1293.67
288,162,36,2,1240.53,2481.06
289,162,39,2,695.64,1391.28
290,163,16,1,2419.78,2419.78
291,164,8,2,1985.38,3970.76
292,165,43,1,434.65,434.65
293,166,15,1,2972.8,2972.8
294,167,25,2,669.38,1338.76
295,167,26,1,776.2,776.2
296,168,12,1,2088.22,2088.22
297,168,16,2,,4839.56
298,169,54,1,386.2,386.2
299,169,46,1,301.02,301.02
300,169,52,1,243.4,243.4
301,169,47,1,200.78,200.78
302,170,7,3,969.8,2909.4
303,170,4,2,2270.49,4540.98
304,171,21,1,2743.56,2743.56
305,172,23,1,375.75,375.75
306,172,25,1,669.38,669.38
307,172,32,1,525.91,525.91
308,172,33,1,988.73,988.73
309,173,43,1,434.65,434.65
310,173,41,1,893.22,893.22
311,174,30,1,654.36,654.36
312,175,43,3,434.65,1303.95
313,176,44,1,1087.25,1087.25
314,177,28,1,804.47,804.47
315,177,29,1,654.38,654.38
316,177,27,1,377.09,377.09
317,178,26,1,776.2,776.2
318,178,32,1,525.91,525.91
319,179,44,1,1087.25,1087.25
320,179,40,1,846.15,846.15
321,180,32,1,525.91,525.91
322,181,50,1,264.09,264.09
323,181,51,1,389.69,389.69
324,182,1,3,2489.4,7468.2
325,183,21,2,2743.56,5487.12
326,183,20,2,1115.56,2231.12
327,183,14,1,1834.35,1834.35
328,184,51,1,389.69,389.69
329,184,55,1,145.44,145.44
330,185,48,2,233.58,467.16
331,186,20,1,1115.56,1115.56
332,186,14,1,1834.35,1834.35
333,186,12,2,2088.22,4176.44
334,186,13,2,2174.44,4348.88
335,187,25,1,669.38,669.38
336,188,19,1,1488.07,1488.07
337,189,19,3,1488.07,4464.21
338,190,43,1,434.65,434.65
339,190,41,1,893.22,893.22
340,190,40,1,846.15,846.15
341,190,38,1,1293.67,1293.67
342,191,24,1,716.49,716.49
343,192,21,1,2743.56,2743.56
344,193,22,2,844.84,1689.68
345,193,12,2,2088.22,4176.44
346,193,18,2,1916.95,3833.9
347,194,13,1,2174.44,2174.44
348,195,23,2,375.75,751.5
349,195,25,1,669.38,669.38
350,195,32,1,525.91,525.91
351,196,5,2,1477.93,2955.86
352,196,6,1,1477.04,1477.04
353,196,8,1,1985.38,1985.38
354,196,9,1,3021.33,3021.33
355,197,15,1,2972.8,2972.8
356,197,22,2,844.84,1689.68
357,198,7,1,969.8,969.8
358,198,4,1,2270.49,2270.49
359,199,51,1,389.69,389.69
360,199,48,1,233.58,233.58
361,199,45,2,205.29,410.58
362,199,46,1,301.02,301.02
363,200,48,1,233.58,233.58
364,201,9,3,3021.33,9063.99
365,201,3,1,782.44,782.44
366,202,29,1,654.38,654.38
367,202,27,2,377.09,754.18
368,203,24,2,716.49,1432.98
369,204,2,1,2761.13,2761.13
370,204,11,1,922.42,922.42
371,204,6,1,1477.04,1477.04
372,205,9,3,3021.33,9063.99
373,205,1,2,2489.4,4978.8
374,205,4,1,2270.49,2270.49
375,206,1,1,2489.4,2489.4
376,207,26,1,776.2,776.2
377,208,55,1,145.44,145.44
378,209,41,1,893.22,893.22
379,209,39,2,695.64,1391.28
380,210,34,2,823.09,1646.18
381,211,17,1,1287.64,1287.64
382,211,15,1,2972.8,2972.8
383,211,16,1,2419.78,2419.78
384,211,22,1,844.84,844.84
385,212,15,1,2972.8,2972.8
386,213,18,1,1916.95,1916.95
387,214,39,1,695.64,695.64
388,214,42,1,562.47,562.47
389,214,34,2,823.09,1646.18
390,215,12,1,2088.22,2088.22
391,215,15,2,2972.8,5945.6
392,216,19,1,1488.07,1488.07
393,216,18,2,1916.95,3833.9
394,216,21,1,2743.56,2743.56
395,217,3,2,782.44,1564.88
396,217,6,1,1477.04,1477.04
397,217,11,1,922.42,922.42
398,218,37,2,664.45,1328.9
399,218,34,3,823.09,2469.27
400,218,42,1,562.47,562.47
401,219,20,3,1115.56,3346.68
402,219,14,2,1834.35,3668.7
403,220,2,1,2761.13,2761.13
404,220,9,1,3021.33,3021.33
405,220,5,1,1477.93,1477.93
406,220,3,1,782.44,782.44
407,221,8,1,1985.38,1985.38
408,221,2,1,2761.13,2761.13
409,222,41,2,893.22,1786.44
410,222,35,2,275.13,550.26
411,223,54,1,386.2,386.2
412,223,52,1,243.4,243.4
413,223,46,1,301.02,301.02
414,223,51,1,389.69,389.69
415,224,55,1,145.44,145.44
416,225,50,1,264.09,264.09
417,226,47,1,200.78,200.78
418,226,46,1,301.02,301.02
419,226,49,1,361.35,361.35
420,227,44,2,1087.25,2174.5
421,227,40,1,846.15,846.15
422,228,8,1,1985.38,1985.38
423,228,3,1,782.44,782.44
424,228,7,1,969.8,969.8
425,229,47,3,200.78,602.34
426,230,12,1,2088.22,2088.22
427,230,20,1,1115.56,1115.56
428,230,18,1,1916.95,1916.95
429,231,9,2,3021.33,6042.66
430,232,7,2,969.8,1939.6
431,232,4,2,2270.49,4540.98
432,233,44,2,1087.25,2174.5
433,234,12,1,2088.22,2088.22
434,234,13,1,2174.44,2174.44
435,234,22,1,844.84,844.84
436,235,42,1,562.47,562.47
437,236,3,1,782.44,782.44
438,236,9,3,3021.33,9063.99
439,237,54,2,386.2,772.4
440,238,26,1,776.2,776.2
441,239,55,1,145.44,145.44
442,240,42,1,562.47,562.47
443,240,35,3,275.13,825.39
444,241,30,2,654.36,1308.72
445,241,23,2,375.75,751.5
446,242,1,3,2489.4,7468.2
447,242,6,1,1477.04,1477.04
448,242,9,2,3021.33,6042.66
449,243,21,1,2743.56,2743.56
450,243,19,1,1488.07,1488.07
451,244,25,0,669.38,2008.14
452,244,29,2,654.38,1308.76
453,244,26,1,776.2,776.2
454,244,30,1,654.36,654.36
455,245,35,1,275.13,275.13
456,245,42,1,562.47,562.47
457,246,37,1,664.45,664.45
458,246,40,2,846.15,1692.3
459,246,42,1,562.47,562.47
460,246,39,2,695.64,1391.28
461,247,47,1,200.78,200.78
462,248,48,1,233.58,233.58
463,248,52,1,243.4,243.4
464,249,55,3,145.44,436.32
465,249,53,1,394.6,394.6
466,250,32,2,525.91,1051.82
467,251,39,3,695.64,2086.92
468,251,41,1,893.22,893.22
469,252,2,2,2761.13,5522.26
470,252,11,1,922.42,922.42
471,253,8,1,1985.38,1985.38
472,253,5,2,1477.93,2955.86
473,254,14,1,1834.35,1834.35
474,254,22,1,844.84,844.84
475,255,7,2,969.8,1939.6
476,255,3,1,782.44,782.44
477,256,16,2,2419.78,4839.56
478,257,32,1,525.91,525.91
479,258,6,1,1477.04,1477.04
480,259,27,3,377.09,1131.27
481,259,29,3,654.38,1963.14
482,260,38,1,1293.67,1293.67
483,260,34,1,823.09,823.09
484,260,40,1,846.15,846.15
485,261,28,2,804.47,1608.94
486,262,55,3,145.44,436.32
487,262,51,1,389.69,389.69
488,262,50,1,264.09,264.09
489,263,48,3,233.58,700.74
490,263,50,1,264.09,264.09
491,263,53,2,394.6,789.2
492,264,31,1,676.56,676.56
493,264,28,1,804.47,804.47
494,264,26,1,776.2,776.2
495,264,25,1,669.38,669.38
496,265,26,1,776.2,776.2
497,265,25,1,669.38,669.38
498,265,29,1,654.38,654.38
499,265,33,2,988.73,1977.46
500,266,45,1,205.29,205.29
501,266,50,2,264.09,528.18
502,267,47,1,200.78,200.78
503,267,53,1,394.6,394.6
504,268,48,1,233.58,233.58
505,269,21,1,2743.56,2743.56
506,269,17,2,1287.64,2575.28
507,270,20,2,1115.56,2231.12
508,270,18,2,,3833.9
509,270,21,1,2743.56,2743.56
510,271,48,2,233.58,467.16
511,271,53,1,394.6,394.6
512,272,10,1,893.75,893.75
513,272,2,1,2761.13,2761.13
514,272,4,1,2270.49,2270.49
515,273,19,1,1488.07,1488.07
516,274,46,1,301.02,301.02
517,274,51,1,389.69,389.69
518,275,30,2,654.36,1308.72
519,275,28,2,804.47,1608.94
520,275,29,2,654.38,1308.76
521,276,34,1,823.09,823.09
522,277,12,1,2088.22,2088.22
523,278,51,1,389.69,389.69
524,279,7,2,969.8,1939.6
525,280,32,2,525.91,1051.82
526,281,41,1,893.22,893.22
527,282,20,2,1115.56,2231.12
528,283,11,1,922.42,922.42
529,283,5,1,1477.93,1477.93
530,284,23,2,375.75,751.5
531,285,25,1,669.38,669.38
532,286,2,1,2761.13,2761.13
533,286,6,1,1477.04,1477.04
534,287,48,1,233.58,233.58
535,287,49,1,361.35,361.35
536,287,55,1,145.44,145.44
537,288,23,1,375.75,375.75
538,288,29,1,654.38,654.38
539,289,37,1,664.45,664.45
540,289,43,1,434.65,434.65
541,290,30,1,654.36,654.36
542,290,26,1,776.2,776.2
543,290,33,2,988.73,1977.46
544,291,34,1,823.09,823.09
545,291,41,1,893.22,893.22
546,292,26,1,776.2,776.2
547,292,23,1,375.75,375.75
548,293,42,1,562.47,562.47
549,294,23,1,375.75,375.75
550,294,32,1,525.91,525.91
551,294,26,1,776.2,776.2
552,295,15,1,2972.8,2972.8
553,295,18,1,1916.95,1916.95
554,296,19,1,1488.07,1488.07
555,296,14,2,1834.35,3668.7
556,297,4,1,2270.49,2270.49
557,298,20,1,1115.56,1115.56
558,298,21,2,2743.56,5487.12
559,298,13,3,2174.44,6523.32
560,299,54,1,386.2,386.2
561,299,49,1,361.35,361.35
562,300,1,3,2489.4,7468.2
563,301,31,1,676.56,676.56
564,302,42,1,562.47,562.47
565,303,53,1,394.6,394.6
566,304,33,1,988.73,988.73
567,305,40,-1,846.15,846.15
568,306,40,2,846.15,1692.3
569,307,25,1,669.38,669.38
570,307,27,1,,377.09
571,308,38,1,1293.67,1293.67
572,309,51,1,389.69,389.69
573,310,12,1,2088.22,2088.22
574,310,22,1,844.84,844.84
575,311,13,2,2174.44,4348.88
576,312,46,1,301.02,301.02
577,312,47,1,200.78,200.78
578,312,52,1,243.4,243.4
579,312,45,1,205.29,205.29
580,313,2,1,2761.13,2761.13
581,314,9,1,3021.33,3021.33
582,315,44,2,1087.25,2174.5
583,315,34,1,823.09,823.09
584,316,55,2,145.44,290.88
585,316,49,1,361.35,361.35
586,317,14,1,1834.35,1834.35
587,318,29,2,654.38,1308.76
588,318,28,1,804.47,804.47
589,318,31,1,676.56,676.56
590,319,35,1,275.13,275.13
591,319,41,1,893.22,893.22
592,319,37,3,664.45,1993.35
593,319,39,1,695.64,695.64
594,320,20,2,1115.56,2231.12
595,321,7,1,969.8,969.8
596,321,9,1,3021.33,3021.33
597,321,3,1,782.44,782.44
598,322,39,1,695.64,695.64
599,323,18,1,1916.95,1916.95
600,323,13,1,2174.44,2174.44
601,323,15,1,2972.8,2972.8
602,324,32,1,525.91,525.91
603,324,23,1,375.75,375.75
604,324,26,1,776.2,776.2
605,325,17,1,1287.64,1287.64
606,326,13,1,2174.44,2174.44
607,326,14,1,1834.35,1834.35
608,326,15,1,2972.8,2972.8
609,327,24,2,716.49,1432.98
610,328,6,1,1477.04,1477.04
611,329,43,1,434.65,434.65
612,330,51,1,389.69,389.69
613,331,23,3,375.75,1127.25
614,331,31,1,676.56,676.56
615,332,17,1,1287.64,1287.64
616,332,13,1,2174.44,2174.44
617,333,37,1,,664.45
618,333,40,1,846.15,846.15
619,333,41,1,893.22,893.22
620,333,34,1,823.09,823.09
621,334,25,1,669.38,669.38
622,334,33,1,988.73,988.73
623,334,32,2,525.91,1051.82
624,334,27,2,377.09,754.18
625,335,14,2,1834.35,3668.7
626,336,46,1,301.02,301.02
627,337,23,1,375.75,375.75
628,338,11,3,922.42,2767.26
629,338,9,1,3021.33,3021.33
630,338,7,1,969.8,969.8
631,338,2,1,2761.13,2761.13
632,339,21,1,2743.56,2743.56
633,339,20,1,1115.56,1115.56
634,340,16,2,2419.78,4839.56
635,341,51,1,389.69,389.69
636,342,23,1,375.75,375.75
637,342,27,2,377.09,754.18
638,343,50,1,264.09,264.09
639,343,49,3,361.35,1084.05
640,343,47,1,200.78,200.78
641,344,44,1,1087.25,1087.25
642,344,40,1,846.15,846.15
643,345,34,2,823.09,1646.18
644,345,40,1,846.15,846.15
645,346,43,2,434.65,869.3
646,346,34,1,823.09,823.09
647,346,35,2,275.13,550.26
648,347,49,2,361.35,722.7
649,348,39,1,695.64,695.64
650,349,51,0,389.69,389.69
651,349,45,1,205.29,205.29
652,350,16,3,2419.78,7259.34
653,350,15,1,2972.8,2972.8
654,351,23,1,375.75,375.75
655,351,27,2,377.09,754.18
656,352,48,1,233.58,233.58
657,353,20,2,1115.56,2231.12
658,353,18,1,1916.95,1916.95
659,353,13,1,2174.44,2174.44
660,353,19,1,1488.07,1488.07
661,354,17,1,,1287.64
662,355,40,2,846.15,1692.3
663,355,36,2,,2481.06
664,356,37,1,664.45,664.45
665,357,11,1,922.42,922.42
666,357,7,1,969.8,969.8
667,357,4,1,2270.49,2270.49
668,358,19,1,1488.07,1488.07
669,359,55,1,145.44,145.44
670,359,48,1,233.58,233.58
671,359,45,1,205.29,205.29
672,359,49,2,361.35,722.7
673,360,41,1,893.22,893.22
674,361,37,1,664.45,664.45
675,361,38,1,1293.67,1293.67
676,361,43,1,434.65,434.65
677,361,42,2,562.47,1124.94
678,362,9,1,3021.33,3021.33
679,363,35,1,275.13,275.13
680,364,8,1,1985.38,1985.38
681,365,22,1,844.84,844.84
682,365,18,3,1916.95,5750.85
683,365,14,1,1834.35,1834.35
684,366,54,2,386.2,772.4
685,366,52,1,243.4,243.4
686,367,33,1,988.73,988.73
687,368,50,2,264.09,528.18
688,369,4,1,,2270.49
689,369,8,1,1985.38,1985.38
690,369,7,1,969.8,969.8
691,370,40,1,846.15,846.15
692,370,41,1,893.22,893.22
693,370,39,1,695.64,695.64
694,370,35,1,275.13,275.13
695,371,12,1,2088.22,2088.22
696,372,49,2,361.35,722.7
697,372,45,1,205.29,205.29
698,373,28,1,804.47,804.47
699,374,17,3,1287.64,3862.92
700,375,40,3,846.15,2538.45
701,376,1,1,2489.4,2489.4
702,376,5,2,1477.93,2955.86
703,377,16,1,2419.78,2419.78
704,378,10,1,893.75,893.75
705,379,2,1,,2761.13
706,379,9,1,3021.33,3021.33
707,379,11,1,922.42,922.42
708,380,35,1,275.13,275.13
709,381,42,1,562.47,562.47
710,381,41,1,893.22,893.22
711,382,45,2,205.29,410.58
712,383,47,1,200.78,200.78
713,383,52,1,243.4,243.4
714,384,51,1,389.69,389.69
715,385,9,1,,3021.33
716,386,15,1,2972.8,2972.8
717,386,20,1,1115.56,1115.56
718,387,17,1,1287.64,1287.64
719,387,13,2,2174.44,4348.88
720,388,41,1,893.22,893.22
721,389,12,1,2088.22,2088.22
722,390,39,1,695.64,695.64
723,390,42,1,562.47,562.47
724,390,35,1,275.13,275.13
725,390,44,1,1087.25,1087.25
726,391,50,2,264.09,528.18
727,391,55,2,145.44,290.88
728,392,3,1,782.44,782.44
729,392,9,2,3021.33,6042.66
730,392,7,2,969.8,1939.6
731,393,46,1,301.02,301.02
732,394,46,2,301.02,602.04
733,395,32,2,525.91,1051.82
734,395,30,1,654.36,654.36
735,396,3,1,782.44,782.44
736,396,2,1,2761.13,2761.13
737,397,29,1,654.38,654.38
738,397,24,2,716.49,1432.98
739,397,26,1,776.2,776.2
740,397,31,1,676.56,676.56
741,398,46,1,,301.02
742,398,45,2,205.29,410.58
743,399,25,2,669.38,1338.76
744,400,47,1,200.78,200.78
745,401,22,2,844.84,1689.68
746,401,18,1,1916.95,1916.95
747,402,30,2,654.36,1308.72
748,402,32,2,525.91,1051.82
749,403,22,1,844.84,844.84
750,403,17,2,1287.64,2575.28
751,404,14,1,1834.35,1834.35
752,404,12,1,2088.22,2088.22
753,405,52,1,243.4,243.4
754,405,47,1,200.78,200.78
755,406,25,2,669.38,1338.76
756,407,3,2,782.44,1564.88
757,407,9,1,3021.33,3021.33
758,407,7,1,969.8,969.8
759,407,1,1,2489.4,2489.4
760,408,27,2,377.09,754.18
761,409,23,2,375.75,751.5
762,409,32,1,525.91,525.91
763,409,33,3,988.73,2966.19
764,409,27,1,377.09,377.09
765,410,12,2,2088.22,4176.44
766,410,13,1,2174.44,2174.44
767,411,53,1,394.6,394.6
768,412,43,1,434.65,434.65
769,413,14,2,1834.35,3668.7
770,414,20,1,1115.56,1115.56
771,415,35,1,275.13,275.13
772,415,43,1,434.65,434.65
773,416,54,2,386.2,772.4
774,416,50,1,264.09,264.09
775,417,46,1,301.02,301.02
776,418,36,1,1240.53,1240.53
777,419,41,2,893.22,1786.44
778,419,37,1,664.45,664.45
779,419,34,2,823.09,1646.18
780,419,39,1,695.64,695.64
781,420,47,2,200.78,401.56
782,420,50,3,264.09,792.27
783,421,47,2,200.78,401.56
784,421,53,1,394.6,394.6
785,421,45,1,205.29,205.29
786,422,53,1,394.6,394.6
787,423,44,1,,1087.25
788,424,13,1,2174.44,2174.44
789,424,15,1,2972.8,2972.8
790,425,32,1,525.91,525.91
791,426,38,3,1293.67,3881.01
792,426,35,1,275.13,275.13
793,427,18,1,1916.95,1916.95
794,428,54,1,386.2,386.2
795,428,52,1,243.4,243.4
796,429,44,1,1087.25,1087.25
797,429,36,1,1240.53,1240.53
798,429,41,1,893.22,893.22
799,429,43,3,434.65,1303.95
800,430,10,2,893.75,1787.5
801,430,3,2,782.44,1564.88
802,431,20,2,1115.56,2231.12
803,431,17,1,1287.64,1287.64
804,432,33,2,988.73,1977.46
805,433,41,1,893.22,893.22
806,434,38,1,1293.67,1293.67
807,435,27,1,377.09,377.09
808,435,29,1,654.38,654.38
809,436,24,1,,716.49
810,436,32,3,525.91,1577.73
811,437,24,1,716.49,716.49
812,437,25,1,669.38,669.38
813,438,17,1,1287.64,1287.64
814,438,15,1,2972.8,2972.8
815,439,20,1,1115.56,1115.56
816,439,17,1,1287.64,1287.64
817,440,32,2,525.91,1051.82
818,441,49,1,361.35,361.35
819,442,42,1,562.47,562.47
820,442,41,1,893.22,893.22
821,442,43,1,434.65,434.65
822,442,35,3,275.13,825.39
823,443,45,1,205.29,205.29
824,444,17,1,1287.64,1287.64
825,445,2,1,2761.13,2761.13
826,445,6,1,1477.04,1477.04
827,446,26,2,776.2,1552.4
828,446,24,1,716.49,716.49
829,447,30,3,654.36,1963.08
830,448,33,3,988.73,2966.19
831,449,33,1,988.73,988.73
832,450,50,1,264.09,264.09
833,450,55,2,145.44,290.88
